region,group,slope,r,pval,counts,max_percent
Africa,B.1.2,-0.003787878787878788,-0.4999999999999999,0.1173068030142383,3,0.08333333333333333
Africa,B.1.243,-0.00031269543464665416,-0.4803844614152614,0.11393741215192038,1,0.008130081300813009
Africa,B.1.255,-0.0055176906031606885,-0.36577925094362485,0.0661123522873401,7,0.5
Africa,B.1.258,-0.006535947712418301,-0.40824829046386285,0.10377091535383612,1,0.3333333333333333
Africa,B.1.262,-0.00043554006968641115,-0.5631864373127611,0.035988178240031116,2,0.009615384615384616
Africa,B.1.346,-0.0011868213087725282,-0.5251894527480918,0.07953516921637935,2,0.027777777777777776
Africa,B.1.351,-0.003247768491670931,-0.48614481315159813,0.10904523604012184,5,0.08333333333333333
Africa,B.1.36,-0.0002747252747252748,-0.44721359549995776,0.10886430106296399,1,0.009615384615384616
Africa,B.1.36.6,-0.004267173156062045,-0.33310463320261535,0.09634230087320383,2,0.5
Africa,B.1.361,-0.0002747252747252748,-0.44721359549995776,0.10886430106296399,1,0.009615384615384616
Africa,B.1.367,-0.0012987012987012987,-0.369274472937998,0.0994683572687258,1,0.1
Africa,B.1.5,-0.003419051589783297,-0.6396852878384227,0.013755273400383381,12,0.07407407407407407
Africa,B.1.9,-0.0035087719298245623,-0.39735970711951346,0.10249476692360084,1,0.2
Africa,C.10,-0.0005494505494505496,-0.44721359549995776,0.10886430106296399,2,0.019230769230769232
Asia,B,-0.0021929824561403503,-0.3973597071195131,0.10249476692360109,1,0.125
Asia,B.1,-0.0049224985528262466,-0.40163377186663896,0.034134586643387,17,0.44
Asia,B.1.1,-0.0016705119130035705,-0.12799283240990023,0.500287311883439,9,0.5
Asia,B.1.1.1,-0.0005714285714285715,-0.3779644730092271,0.10036562194728653,1,0.04
Asia,B.1.1.103,-0.007352941176470588,-0.42008402520840304,0.10522805798352192,1,0.3333333333333333
Asia,B.1.1.161,-0.0007518796992481202,-0.38729833462074187,0.1013679079986132,1,0.047619047619047616
Asia,B.1.1.179,-0.0067226890756302525,-0.44721359549995776,0.10886430106296399,4,0.23529411764705882
Asia,B.1.1.207,-0.012499999999999999,-0.4330127018922192,0.10690753957629585,1,0.5
Asia,B.1.1.212,-0.0024698172005808506,-0.40138909084484187,0.02791565491070784,17,0.19047619047619047
Asia,B.1.1.214,-0.0019851116625310174,-0.3110855084191277,0.09426914703651254,4,0.3076923076923077
Asia,B.1.1.216,-0.00048582995951417,-0.339683110243379,0.09665680981276117,1,0.05263157894736842
Asia,B.1.1.241,-0.0007770007770007771,-0.3333333333333332,0.09609990712790036,1,0.09090909090909091
Asia,B.1.1.27,-0.0005714285714285715,-0.3779644730092271,0.10036562194728653,1,0.04
Asia,B.1.1.273,-0.0007518796992481202,-0.38729833462074187,0.1013679079986132,1,0.047619047619047616
Asia,B.1.1.277,-0.00048582995951417,-0.339683110243379,0.09665680981276117,1,0.05263157894736842
Asia,B.1.1.281,-0.010422439258924244,-0.5019143170687234,0.0047127568766851795,50,0.6666666666666666
Asia,B.1.1.284,-0.0010555946516537648,-0.32163376045133824,0.09511428531515415,1,0.14285714285714285
Asia,B.1.1.286,-0.00021739130434782604,-0.3464101615137756,0.09726417772963651,1,0.021739130434782608
Asia,B.1.1.298,-0.0004962779156327543,-0.3110855084191277,0.09426914703651254,1,0.07692307692307693
Asia,B.1.1.306,-0.0027909653822503844,-0.42119996251336816,0.020449223212819986,5,0.2857142857142857
Asia,B.1.1.32,-0.0033613445378151263,-0.44721359549995776,0.10886430106296399,2,0.11764705882352941
Asia,B.1.1.50,-0.02362244897959184,-0.5328702329586827,0.01287647811074322,14,1.0
Asia,B.1.1.63,-0.005966781874039938,-0.40363610811738193,0.024336601574338704,5,0.6666666666666666
Asia,B.1.1.7,-0.036868593591282674,-0.414963486428718,0.14010862848786348,19,1.0
Asia,B.1.1.8,-0.0023796079696700814,-0.4234922423914225,0.04953502161112391,2,0.16666666666666666
Asia,B.1.146,-0.0005714285714285715,-0.3779644730092271,0.10036562194728653,1,0.04
Asia,B.1.160,-0.00048582995951417,-0.339683110243379,0.09665680981276117,1,0.05263157894736842
Asia,B.1.160.4,-0.002747252747252747,-0.4803844614152616,0.11393741215192023,1,0.07142857142857142
Asia,B.1.177,-0.0004962779156327543,-0.3110855084191277,0.09426914703651254,1,0.07692307692307693
Asia,B.1.2,-0.0007770007770007771,-0.3333333333333332,0.09609990712790036,1,0.09090909090909091
Asia,B.1.247,-0.0007518796992481202,-0.38729833462074187,0.1013679079986132,1,0.047619047619047616
Asia,B.1.258,-0.0033613445378151263,-0.44721359549995776,0.10886430106296399,2,0.11764705882352941
Asia,B.1.281,-0.0034269112529982096,-0.4284248340097621,0.02898874441992031,14,0.2608695652173913
Asia,B.1.3.2,-0.0021111893033075296,-0.32163376045133824,0.09511428531515415,2,0.2857142857142857
Asia,B.1.302,-0.00145748987854251,-0.33968311024337894,0.09665680981276117,3,0.15789473684210525
Asia,B.1.346,-0.0007770007770007771,-0.3333333333333332,0.09609990712790036,1,0.09090909090909091
Asia,B.1.36,0.0020476902959740495,0.057858838756761094,0.783536435602625,13,1.0
Asia,B.1.36.1,-0.004249502693889524,-0.4804495212285628,0.009660175801606557,11,0.3157894736842105
Asia,B.1.36.16,-0.00017593244194229402,-0.011720985813870884,0.9527961543574415,10,0.6428571428571429
Asia,B.4,-0.0007770007770007771,-0.3333333333333332,0.09609990712790036,1,0.09090909090909091
Asia,F.1,-0.0004962779156327543,-0.3110855084191277,0.09426914703651254,1,0.07692307692307693
Europe,B.1,0.0018335390971653482,0.0845481038395558,0.6568918304892744,6,1.0
Europe,B.1.1,-0.0008391608391608393,-0.33968311024337855,0.0966568098127616,2,0.09090909090909091
Europe,B.1.1.1,-0.013128176171654434,-0.3923352204415023,0.07091782090234433,2,1.0
Europe,B.1.1.198,-0.004195804195804196,-0.3396831102433785,0.0966568098127616,10,0.45454545454545453
Europe,B.1.1.208,-0.0004608294930875575,-0.3110855084191279,0.09426914703651239,1,0.07142857142857142
Europe,B.1.1.229,-0.006922043010752689,-0.4433553806902867,0.012486842103791293,14,0.6666666666666666
Europe,B.1.1.240,-0.0019332519332519327,-0.4346335603280938,0.023481904540296705,2,0.16666666666666666
Europe,B.1.1.248,-0.04090909090909091,-0.5222329678670935,0.12150291881711318,3,0.75
Europe,B.1.1.277,-0.00184331797235023,-0.3110855084191279,0.09426914703651239,4,0.2857142857142857
Europe,B.1.1.279,-0.0007122507122507123,-0.33333333333333354,0.09609990712789998,1,0.08333333333333333
Europe,B.1.1.291,-0.0071428571428571435,-0.3779644730092274,0.10036562194728622,1,0.5
Europe,B.1.1.315,-0.0008391608391608393,-0.33968311024337855,0.0966568098127616,2,0.09090909090909091
Europe,B.1.1.7,-0.004378762999452654,-0.09811647131017065,0.6193906029074348,31,1.0
Europe,B.1.1.70,-0.002136752136752137,-0.5773502691896258,0.13397459621556113,1,0.02564102564102564
Europe,B.1.160,-0.004398735167965937,-0.17705191139930357,0.37698503702449515,7,1.0
Europe,B.1.177,-0.003099034701857282,-0.13240418570553403,0.47768158926418225,14,1.0
Europe,B.1.177.26,-0.002136752136752137,-0.33333333333333354,0.09609990712789998,3,0.25
Europe,B.1.177.8,-0.0007122507122507123,-0.33333333333333354,0.09609990712789998,1,0.08333333333333333
Europe,B.1.221,-0.0055147058823529415,-0.420084025208403,0.10522805798352192,1,0.25
Europe,B.1.258,-0.0007826930903853977,-0.053949124101631885,0.7892708238305538,13,0.5
Europe,B.1.351,-0.015190365190365193,-0.58276932376949,0.07705318239078286,3,0.25
Europe,B.1.36,-0.0008391608391608393,-0.33968311024337855,0.0966568098127616,2,0.09090909090909091
Europe,B.1.36.9,-0.0012587412587412585,-0.3396831102433784,0.09665680981276177,3,0.13636363636363635
North America,A,-5.476024636728906e-05,-0.4070497341381598,0.11763312768976011,6,0.002403846153846154
North America,A.2,-0.00019207141131656822,-0.8208367295729222,0.0019576779200558706,16,0.001915097350781998
North America,A.2.5.2,-3.2718230598089256e-05,-0.5773502691896257,0.13397459621556138,1,0.00039261876717707107
North America,A.9,-5.302601809954752e-05,-0.4200840252084029,0.10522805798352196,1,0.002403846153846154
North America,B,-1.936579911301394e-05,-0.24468805884707862,0.1925136574816824,8,0.0022497187851518562
North America,B.1,-0.003656664992201879,-0.47334205213140507,0.007155944010764089,3259,0.34497816593886466
North America,B.1.1,-0.0011947744835811148,-0.5742084694137696,0.0007305338400860342,539,0.06646525679758308
North America,B.1.1.1,-5.818111358284785e-05,-0.30239355308568167,0.10433682637378228,43,0.0071174377224199285
North America,B.1.1.10,-6.870054926353406e-05,-0.44232944295005994,0.014383408259600926,20,0.005714285714285714
North America,B.1.1.101,-6.312786923877077e-05,-0.6502936899745682,0.041774892630020224,3,0.0009090909090909091
North America,B.1.1.104,-2.1350185746615995e-05,-0.5000000000000001,0.11730680301423797,1,0.0004697040864255519
North America,B.1.1.105,-2.2049142644625185e-05,-0.4968588403022516,0.08411188756667351,2,0.0005624296962879641
North America,B.1.1.107,-1.0106829247774276e-05,-0.2769109480295207,0.1384995293790218,2,0.0017123287671232876
North America,B.1.1.110,-2.183406113537118e-05,-0.3464101615137758,0.09726417772963625,1,0.002183406113537118
North America,B.1.1.113,-1.791194487897496e-05,-0.36115755925730736,0.09866044654890527,1,0.0015105740181268882
North America,B.1.1.115,-1.8376610250473206e-05,-0.40824829046386324,0.10377091535383577,1,0.0009372071227741331
North America,B.1.1.120,-3.056421541659026e-05,-0.39735970711951296,0.10249476692360127,1,0.0017421602787456446
North America,B.1.1.121,-2.2094564737074676e-05,-0.31108550841912724,0.09426914703651315,2,0.003424657534246575
North America,B.1.1.123,-2.127885945313331e-05,-0.547722557505166,0.12687036692367107,1,0.0003191828917969997
North America,B.1.1.125,-4.247166073459439e-05,-0.4142528694166294,0.02051097308772998,10,0.0035587188612099642
North America,B.1.1.126,-9.539275893662005e-05,-0.4692391109681347,0.008899299187138039,9,0.0071174377224199285
North America,B.1.1.128,-2.8292973101565425e-05,-0.25320351810318276,0.17700175735543477,3,0.00516795865633075
North America,B.1.1.130,-7.146902228522514e-05,-0.343597210429757,0.1174313991818251,14,0.004807692307692308
North America,B.1.1.132,-1.3147976088214153e-05,-0.32163376045133846,0.095114285315154,1,0.0017793594306049821
North America,B.1.1.135,-0.0004689615189396401,-0.34720321605786886,0.06012681179750366,79,0.05689277899343545
North America,B.1.1.139,-0.000185365963890394,-0.4973442810435627,0.011421938023312808,14,0.010574018126888218
North America,B.1.1.14,-2.829514183777021e-05,-0.6306043545012947,0.027917951918099638,2,0.0004697040864255519
North America,B.1.1.141,-3.675322050094641e-05,-0.40824829046386324,0.10377091535383577,2,0.0018744142455482662
North America,B.1.1.143,-6.031412294426043e-05,-0.4667979136987315,0.12604438814604352,8,0.0015959144589849984
North America,B.1.1.147,-0.0003248894913776108,-0.41555625282234276,0.07682284012283049,14,0.01916376306620209
North America,B.1.1.15,-4.108759154017012e-05,-0.7079922294833909,0.0046071681082134955,3,0.0007189072609633358
North America,B.1.1.151,-9.563980514757078e-05,-0.6170864698864571,0.10313740019103848,2,0.0010570824524312897
North America,B.1.1.152,-3.834641407136916e-05,-0.5850216994558596,0.027976683249440453,4,0.0007189072609633358
North America,B.1.1.159,-3.056421541659026e-05,-0.39735970711951296,0.10249476692360127,1,0.0017421602787456446
North America,B.1.1.161,-3.2165391445516546e-05,-0.4008166798450633,0.03827161653846167,3,0.0029069767441860465
North America,B.1.1.165,-2.3440295678573926e-05,-0.3908033390324241,0.09804973238392735,3,0.0014064697609001407
North America,B.1.1.169,-1.1047282368537338e-05,-0.31108550841912724,0.09426914703651315,1,0.0017123287671232876
North America,B.1.1.171,-0.00011181480731004593,-0.38652011801977465,0.07558191944251554,5,0.0087527352297593
North America,B.1.1.174,-6.554455196852684e-05,-0.3630754747355897,0.04860653720469015,7,0.008561643835616438
North America,B.1.1.177,-2.479338842975207e-05,-0.5222329678670935,0.12150291881711318,1,0.00045454545454545455
North America,B.1.1.180,-4.533796617238785e-05,-0.46357562608152986,0.01131491163031281,4,0.0038022813688212928
North America,B.1.1.184,-1.3147976088214153e-05,-0.32163376045133846,0.095114285315154,1,0.0017793594306049821
North America,B.1.1.186,-0.0007630196267681355,-0.3079007604893092,0.1041805986020216,108,0.09043927648578812
North America,B.1.1.189,-2.1350185746615995e-05,-0.5000000000000001,0.11730680301423797,1,0.0004697040864255519
North America,B.1.1.190,-0.00010745644673731462,-0.36289824059629056,0.09692808424565987,10,0.00906344410876133
North America,B.1.1.192,-9.940023664672398e-05,-0.5718841745666967,0.0011907274299072222,37,0.005813953488372093
North America,B.1.1.193,-2.183406113537118e-05,-0.3464101615137758,0.09726417772963625,1,0.002183406113537118
North America,B.1.1.196,-4.10804149121906e-05,-0.44721359549995776,0.10886430106296399,2,0.0014378145219266715
North America,B.1.1.2,-0.00020240301195805266,-0.437131534669788,0.06127756782876084,10,0.011251758087201125
North America,B.1.1.205,-0.00017518011447505505,-0.4931614046140381,0.005621372220013404,24,0.013539651837524178
North America,B.1.1.207,-0.00021662806133025626,-0.5785230941334452,0.0008113802600945407,96,0.013307984790874524
North America,B.1.1.208,-0.00011325883418906676,-0.6123724356957945,0.14381080871160384,1,0.0010570824524312897
North America,B.1.1.216,-4.958677685950414e-05,-0.5222329678670935,0.12150291881711318,2,0.0009090909090909091
North America,B.1.1.219,-0.00011325883418906676,-0.6123724356957945,0.14381080871160384,1,0.0010570824524312897
North America,B.1.1.220,-4.738950633692165e-05,-0.713442775614122,0.009179438066476553,4,0.0007027406886858749
North America,B.1.1.222,-0.00013978224545425853,-0.4557018502601582,0.011383242512529744,40,0.012455516014234875
North America,B.1.1.228,-6.935161749693485e-05,-0.1916869041682369,0.35866149117431323,22,0.013120899718837863
North America,B.1.1.231,-2.964109012560082e-05,-0.19790771959846318,0.2944824840471038,22,0.004807692307692308
North America,B.1.1.238,-3.2718230598089256e-05,-0.5773502691896257,0.13397459621556138,1,0.00039261876717707107
North America,B.1.1.239,-4.613129252512136e-05,-0.476337774651691,0.007791073982914979,6,0.003436426116838488
North America,B.1.1.241,-2.2094564737074676e-05,-0.31108550841912724,0.09426914703651315,2,0.003424657534246575
North America,B.1.1.243,-4.432336018209e-05,-0.45314888600866277,0.10368641257167012,5,0.0014091122592766556
North America,B.1.1.244,-5.2914715027268136e-05,-0.3368942353099473,0.06868708500037017,37,0.004219409282700422
North America,B.1.1.245,-4.255771890626662e-05,-0.547722557505166,0.12687036692367107,2,0.0006383657835939994
North America,B.1.1.248,-4.704187840775584e-05,-0.12276580253814982,0.5862510758796298,73,0.0075528700906344415
North America,B.1.1.25,-4.146149972567166e-05,-0.459554772588538,0.0273748822813306,3,0.002583979328165375
North America,B.1.1.251,-0.00022019231577134307,-0.5411966871559308,0.002013304858497384,24,0.014234875444839857
North America,B.1.1.257,-5.75541617623149e-05,-0.5005482161353678,0.140607913774473,3,0.0010570824524312897
North America,B.1.1.258,-5.798433500506518e-05,-0.5657031718458508,0.0075211879176233665,3,0.002188183807439825
North America,B.1.1.265,-9.689255110753035e-05,-0.30199796372456505,0.10481349376894945,12,0.015209125475285171
North America,B.1.1.273,-5.488396736189161e-05,-0.37627008388125893,0.10202360338589316,6,0.0038095238095238095
North America,B.1.1.274,-3.2718230598089256e-05,-0.5773502691896257,0.13397459621556138,1,0.00039261876717707107
North America,B.1.1.277,-2.829514183777021e-05,-0.6306043545012947,0.027917951918099638,2,0.0004697040864255519
North America,B.1.1.282,-2.05402074560953e-05,-0.44721359549995776,0.10886430106296399,1,0.0007189072609633358
North America,B.1.1.284,-3.708327667832731e-05,-0.46291004988627577,0.11117295276905703,2,0.0011248593925759281
North America,B.1.1.286,-9.096888650429195e-05,-0.39171153139718434,0.09720295652011776,10,0.005623242736644799
North America,B.1.1.288,-3.005517370471599e-05,-0.6112763596616512,0.045698838040702135,2,0.0004697040864255519
North America,B.1.1.29,-2.183406113537118e-05,-0.3464101615137758,0.09726417772963625,1,0.002183406113537118
North America,B.1.1.291,-9.401012361659091e-05,-0.11802606305758483,0.5344919456195822,157,0.027777777777777776
North America,B.1.1.294,-1.8541638339163653e-05,-0.46291004988627577,0.11117295276905703,1,0.0005624296962879641
North America,B.1.1.3,9.948446038731909e-05,0.044087502629644636,0.862099176313259,314,0.0353356890459364
North America,B.1.1.304,1.674588952246603e-05,0.041147271533328866,0.8290753372653966,134,0.012221423436376708
North America,B.1.1.305,-1.8541638339163653e-05,-0.46291004988627577,0.11117295276905703,1,0.0005624296962879641
North America,B.1.1.306,-2.1134955489960103e-05,-0.27781442593133115,0.13716413320184198,4,0.003424657534246575
North America,B.1.1.31,-0.00022318968103174602,-0.5842034000887689,0.004304417486356602,47,0.007497656982193065
North America,B.1.1.312,-0.00011325883418906676,-0.6123724356957945,0.14381080871160384,1,0.0010570824524312897
North America,B.1.1.316,-6.463470481801712e-05,-0.32503652116822096,0.25682751745654464,11,0.002156721782890007
North America,B.1.1.33,-3.1991234328788706e-05,-0.354047249353488,0.25886108148705433,3,0.0010570824524312897
North America,B.1.1.334,-0.00011325883418906676,-0.6123724356957945,0.14381080871160384,1,0.0010570824524312897
North America,B.1.1.34,-4.2593296483439406e-05,-0.32557556648443403,0.08480370114683997,4,0.005802707930367505
North America,B.1.1.348,-0.00015856137969705233,-0.5245053632563358,0.18203447814716725,3,0.0021141649048625794
North America,B.1.1.37,-1.3147976088214153e-05,-0.32163376045133846,0.095114285315154,1,0.0017793594306049821
North America,B.1.1.38,-2.479338842975207e-05,-0.5222329678670935,0.12150291881711318,1,0.00045454545454545455
North America,B.1.1.39,-3.2718230598089256e-05,-0.5773502691896257,0.13397459621556138,1,0.00039261876717707107
North America,B.1.1.4,-3.520967838807951e-05,-0.3956974610950092,0.18077725559895153,5,0.0010570824524312897
North America,B.1.1.416,-0.00012835803574566006,-0.7268636246974688,0.04107673256803158,3,0.0010570824524312897
North America,B.1.1.43,-1.2396160750870127e-05,-0.29162032742331434,0.1248015633992404,2,0.0019342359767891683
North America,B.1.1.432,-9.563980514757078e-05,-0.6170864698864571,0.10313740019103848,2,0.0010570824524312897
North America,B.1.1.434,-0.00012698710469626228,-0.3314899264532827,0.38351551009674995,4,0.003171247357293869
North America,B.1.1.44,-2.3717887473867778e-05,-0.2592899467292184,0.2563736773707988,8,0.002188183807439825
North America,B.1.1.46,-1.3339558460614953e-05,-0.31622776601683783,0.09467610100466285,1,0.0019342359767891683
North America,B.1.1.486,-0.00022651766837813352,-0.6123724356957945,0.14381080871160384,2,0.0021141649048625794
North America,B.1.1.49,-2.7210884353741494e-05,-0.37796447300922725,0.10036562194728639,1,0.0019047619047619048
North America,B.1.1.5,-9.839966952650052e-05,-0.6476660678660131,0.022775334028188834,7,0.0014091122592766556
North America,B.1.1.50,-7.275554519794798e-05,-0.5662562131773451,0.06936337713147724,4,0.0014091122592766556
North America,B.1.1.51,-0.00011667104473941775,-0.4957167430372557,0.018969370615862378,18,0.006564551422319475
North America,B.1.1.519,-0.0008383785286969999,-0.49958481591348014,0.1708829712685107,33,0.012684989429175475
North America,B.1.1.52,-3.005517370471599e-05,-0.6112763596616512,0.045698838040702135,2,0.0004697040864255519
North America,B.1.1.57,-2.127885945313331e-05,-0.547722557505166,0.12687036692367107,1,0.0003191828917969997
North America,B.1.1.61,-4.108759154017012e-05,-0.7079922294833909,0.0046071681082134955,3,0.0007189072609633358
North America,B.1.1.63,-1.1047282368537338e-05,-0.31108550841912724,0.09426914703651315,1,0.0017123287671232876
North America,B.1.1.64,-8.254712614497242e-05,-0.7706046592314838,0.0012571203299685584,12,0.0013636363636363637
North America,B.1.1.67,1.3388947237986839e-05,0.06195220635062434,0.7588619784687384,58,0.0066760365425158116
North America,B.1.1.7,-0.0020222702338233,-0.2029043818815271,0.4682877473190584,847,0.16666666666666666
North America,B.1.1.71,-4.5955882352941176e-05,-0.40889405933912015,0.13019737467140008,3,0.001838235294117647
North America,B.1.1.73,-0.0004642590302633195,-0.6026433109921914,0.0003336179338200474,63,0.024714828897338403
North America,B.1.1.80,-4.2025340817245484e-05,-0.7720421653559328,0.00198614186632202,4,0.0005624296962879641
North America,B.1.1.82,-2.7210884353741494e-05,-0.37796447300922725,0.10036562194728639,1,0.0019047619047619048
North America,B.1.1.85,-0.0002334649242824172,-0.43839385412601234,0.0363959759403185,129,0.011742602160638797
North America,B.1.1.94,-1.8376610250473206e-05,-0.40824829046386324,0.10377091535383577,1,0.0009372071227741331
North America,B.1.104,-3.833448080901872e-05,-0.6983051874067712,0.024701574303374565,2,0.00045454545454545455
North America,B.1.105,-4.0909797811986875e-05,-0.7090546294387984,0.03244885036323303,2,0.00039261876717707107
North America,B.1.106,-3.2718230598089256e-05,-0.5773502691896257,0.13397459621556138,1,0.00039261876717707107
North America,B.1.108,-3.669092682905726e-05,-0.6199297628027484,0.05589096260575678,2,0.00045454545454545455
North America,B.1.110,-0.00024263382522563044,-0.42313225659287534,0.019818965978313396,110,0.015503875968992248
North America,B.1.110.3,-0.000363708249605651,-0.3586842557169563,0.34316972301241777,12,0.008456659619450317
North America,B.1.111,-0.00011325883418906676,-0.6123724356957945,0.14381080871160384,1,0.0010570824524312897
North America,B.1.117,-5.939336521761002e-05,-0.4188282683802906,0.12022125321905053,11,0.001838235294117647
North America,B.1.118,-3.471660680568938e-05,-0.629690664843306,0.01581062873621978,3,0.0007189072609633358
North America,B.1.119,-8.61608382833597e-06,-0.1326698636506509,0.48462409148336116,9,0.0017421602787456446
North America,B.1.124,-3.2718230598089256e-05,-0.5773502691896257,0.13397459621556138,1,0.00039261876717707107
North America,B.1.126,-1.72103365042084e-05,-0.1984437706426804,0.5363923833879013,2,0.0010570824524312897
North America,B.1.128,-2.2094564737074676e-05,-0.31108550841912724,0.09426914703651315,2,0.003424657534246575
North America,B.1.139,-0.0012465290343162546,-0.6684262600268226,3.961343436925668e-05,255,0.06576402321083172
North America,B.1.141,-2.841797152519253e-05,-0.3692744729379979,0.0994683572687259,1,0.002188183807439825
North America,B.1.152,-2.808673182788451e-05,-0.3535533905932738,0.09792918837655851,1,0.002583979328165375
North America,B.1.154,-7.137118150012071e-05,-0.5878656724990232,0.04440446464711488,5,0.0014091122592766556
North America,B.1.160,-1.6185719798254934e-05,-0.18147643721371567,0.3371797923134118,11,0.003424657534246575
North America,B.1.160.2,-3.852182155056241e-05,-0.4566444515831038,0.0374421734524849,3,0.002188183807439825
North America,B.1.160.4,-2.127885945313331e-05,-0.547722557505166,0.12687036692367107,1,0.0003191828917969997
North America,B.1.165,-4.137984386904016e-05,-0.4978718969482132,0.09952109149392142,5,0.000957548675390999
North America,B.1.166,-0.00011325883418906676,-0.6123724356957945,0.14381080871160384,1,0.0010570824524312897
North America,B.1.177,-2.369623334300477e-05,-0.16509066216913418,0.41055711670451056,32,0.0038095238095238095
North America,B.1.177.18,-2.1350185746615995e-05,-0.5000000000000001,0.11730680301423797,1,0.0004697040864255519
North America,B.1.178,0.0001355128226060987,0.15033304180180576,0.5042765969417381,15,0.027777777777777776
North America,B.1.184,-1.3514244013189904e-05,-0.48038446141526137,0.11393741215192042,1,0.00035137034434293746
North America,B.1.188,-3.0976423329426976e-05,-0.3870284967843238,0.03460936694289558,3,0.003424657534246575
North America,B.1.189,-0.00014881646843717725,-0.44306467474708017,0.014202885341537722,96,0.0103359173126615
North America,B.1.195,-1.4861043690641263e-05,-0.28469436255710473,0.12730157014094595,2,0.0019047619047619048
North America,B.1.196,-4.772752365932129e-05,-0.5008160063288392,0.009161174230167966,4,0.002583979328165375
North America,B.1.199,-6.326582145429496e-05,-0.19898449117520894,0.3007514663764059,15,0.012867647058823529
North America,B.1.2,-0.004385375478749654,-0.22119250160866713,0.2317668193520378,11331,0.5336538461538461
North America,B.1.206,-0.00011395103547032463,-0.35056416190682194,0.05752456863536964,10,0.015410958904109588
North America,B.1.216,-0.00013726581122397858,-0.42927931810482045,0.01595667421051867,36,0.013937282229965157
North America,B.1.219,-3.2718230598089256e-05,-0.5773502691896257,0.13397459621556138,1,0.00039261876717707107
North America,B.1.221,-2.7090639562647037e-05,-0.33513182780370515,0.11800411632047558,4,0.002583979328165375
North America,B.1.228,-5.2346111536040715e-05,-0.12475675071539796,0.5112713928014796,90,0.01780693533270853
North America,B.1.230,-0.00015001828465555688,-0.5430703139281784,0.0019282816854160618,50,0.009845288326300985
North America,B.1.232,-0.00033779081172587546,-0.18337199222673695,0.3410166013076803,190,0.06620209059233449
North America,B.1.234,-0.0004872171589799385,-0.2555749684371158,0.17284325940951764,770,0.0611353711790393
North America,B.1.235,-1.83766102504732e-05,-0.39404009462066375,0.11757754349417324,2,0.0009372071227741331
North America,B.1.238,-2.7186748252474856e-05,-0.49437488297643567,0.04366883972453238,2,0.0009372071227741331
North America,B.1.239,-0.00016533244213462494,-0.5308629694444335,0.0036556366194957697,34,0.0103359173126615
North America,B.1.240,-0.001223083952162344,-0.6110155748968837,0.000261106007361742,400,0.07224334600760456
