lineage,sum_counts,Africa count,Asia count,Europe count,North America count,Oceania count,South America count,Africa freq,Asia freq,Europe freq,North America freq,Oceania freq,South America freq
B.1.603,11,0,0,0,11,0,0,0.0,0.0,0.0,0.022955403910766087,0.0,0.0
B.1.145,10,0,10,0,0,0,0,0.0,0.4807692307692308,0.0,0.0,0.0,0.0
B.1.157,10,0,0,7,3,0,0,0.0,0.0,0.1371473354231975,0.006260564702936205,0.0,0.0
B.1.552,10,0,0,0,10,0,0,0.0,0.0,0.0,0.020868549009787348,0.0,0.0
B.1.1.168,10,0,0,0,10,0,0,0.0,0.0,0.0,0.020868549009787348,0.0,0.0
B.1.334,10,0,0,0,10,0,0,0.0,0.0,0.0,0.020868549009787348,0.0,0.0
B.1.423,10,0,0,0,10,0,0,0.0,0.0,0.0,0.020868549009787348,0.0,0.0
B.1.103,10,0,0,0,10,0,0,0.0,0.0,0.0,0.020868549009787348,0.0,0.0
B.1.525,10,5,0,0,5,0,0,0.5567928730512249,0.0,0.0,0.010434274504893674,0.0,0.0
B.1.302,10,0,0,0,10,0,0,0.0,0.0,0.0,0.020868549009787348,0.0,0.0
B.1.9.2,10,0,0,0,10,0,0,0.0,0.0,0.0,0.020868549009787348,0.0,0.0
B.58,9,0,1,3,5,0,0,0.0,0.04807692307692308,0.05877742946708464,0.010434274504893674,0.0,0.0
B.1.1.241,9,0,1,6,2,0,0,0.0,0.04807692307692308,0.11755485893416928,0.00417370980195747,0.0,0.0
C.17,9,9,0,0,0,0,0,1.0022271714922049,0.0,0.0,0.0,0.0,0.0
B.1.309,9,0,0,0,9,0,0,0.0,0.0,0.0,0.018781694108808613,0.0,0.0
B.1.450,9,0,0,0,9,0,0,0.0,0.0,0.0,0.018781694108808613,0.0,0.0
C.26,9,0,0,0,0,0,9,0.0,0.0,0.0,0.0,0.0,2.459016393442623
B.61,9,0,0,0,0,9,0,0.0,0.0,0.0,0.0,0.07095553453169347,0.0
B.1.589,9,0,0,0,9,0,0,0.0,0.0,0.0,0.018781694108808613,0.0,0.0
B.1.1.226,9,0,1,0,8,0,0,0.0,0.04807692307692308,0.0,0.01669483920782988,0.0,0.0
B.1.1.189,9,2,0,6,1,0,0,0.22271714922048996,0.0,0.11755485893416928,0.002086854900978735,0.0,0.0
B.1.1.423,9,0,0,0,9,0,0,0.0,0.0,0.0,0.018781694108808613,0.0,0.0
B.1.466,9,9,0,0,0,0,0,1.0022271714922049,0.0,0.0,0.0,0.0,0.0
B.1.502,8,0,0,0,8,0,0,0.0,0.0,0.0,0.01669483920782988,0.0,0.0
B.1.258.17,8,0,0,6,2,0,0,0.0,0.0,0.11755485893416928,0.00417370980195747,0.0,0.0
B.1.1.521,8,0,0,8,0,0,0,0.0,0.0,0.1567398119122257,0.0,0.0,0.0
B.1.500,8,0,0,0,8,0,0,0.0,0.0,0.0,0.01669483920782988,0.0,0.0
B.1.1.298,8,0,0,8,0,0,0,0.0,0.0,0.1567398119122257,0.0,0.0,0.0
B.1.1.116,8,0,0,0,8,0,0,0.0,0.0,0.0,0.01669483920782988,0.0,0.0
B.1.434,8,0,0,0,1,7,0,0.0,0.0,0.0,0.002086854900978735,0.05518763796909492,0.0
B.1.543,8,0,0,0,8,0,0,0.0,0.0,0.0,0.01669483920782988,0.0,0.0
B.1.276,8,0,0,0,8,0,0,0.0,0.0,0.0,0.01669483920782988,0.0,0.0
B.1.1.322,8,0,0,0,8,0,0,0.0,0.0,0.0,0.01669483920782988,0.0,0.0
B.1.1.58,8,0,0,8,0,0,0,0.0,0.0,0.1567398119122257,0.0,0.0,0.0
B.1.520,8,0,0,0,8,0,0,0.0,0.0,0.0,0.01669483920782988,0.0,0.0
C.31,8,0,0,0,8,0,0,0.0,0.0,0.0,0.01669483920782988,0.0,0.0
A.11,8,8,0,0,0,0,0,0.8908685968819599,0.0,0.0,0.0,0.0,0.0
B.23,7,0,0,0,7,0,0,0.0,0.0,0.0,0.014607984306851146,0.0,0.0
B.1.1.441,7,0,0,0,7,0,0,0.0,0.0,0.0,0.014607984306851146,0.0,0.0
B.1.1.175,7,0,7,0,0,0,0,0.0,0.33653846153846156,0.0,0.0,0.0,0.0
C.5,7,0,0,7,0,0,0,0.0,0.0,0.1371473354231975,0.0,0.0,0.0
B.1.1.372,7,0,0,7,0,0,0,0.0,0.0,0.1371473354231975,0.0,0.0,0.0
B.1.578,7,0,0,0,7,0,0,0.0,0.0,0.0,0.014607984306851146,0.0,0.0
N.3,7,0,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,1.912568306010929
B.1.446,7,0,0,0,4,3,0,0.0,0.0,0.0,0.00834741960391494,0.023651844843897825,0.0
B.1.556,7,0,0,0,7,0,0,0.0,0.0,0.0,0.014607984306851146,0.0,0.0
B.1.398,7,6,0,1,0,0,0,0.6681514476614699,0.0,0.01959247648902821,0.0,0.0,0.0
B.1.1.216,7,0,2,0,3,2,0,0.0,0.09615384615384616,0.0,0.006260564702936205,0.015767896562598548,0.0
B.1.1.512,7,0,0,0,7,0,0,0.0,0.0,0.0,0.014607984306851146,0.0,0.0
A.28,7,6,0,0,1,0,0,0.6681514476614699,0.0,0.0,0.002086854900978735,0.0,0.0
B.1.341,7,0,0,0,7,0,0,0.0,0.0,0.0,0.014607984306851146,0.0,0.0
B.1.1.257,7,0,0,7,0,0,0,0.0,0.0,0.1371473354231975,0.0,0.0,0.0
N.7,7,0,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,1.912568306010929
B.1.1.185,6,0,0,6,0,0,0,0.0,0.0,0.11755485893416928,0.0,0.0,0.0
B.1.1.317,6,0,1,2,3,0,0,0.0,0.04807692307692308,0.03918495297805642,0.006260564702936205,0.0,0.0
P.1,6,0,0,3,3,0,0,0.0,0.0,0.05877742946708464,0.006260564702936205,0.0,0.0
B.1.1.268,6,0,0,0,6,0,0,0.0,0.0,0.0,0.01252112940587241,0.0,0.0
B.1.1.320,6,0,0,0,6,0,0,0.0,0.0,0.0,0.01252112940587241,0.0,0.0
L.3,6,3,0,0,3,0,0,0.33407572383073497,0.0,0.0,0.006260564702936205,0.0,0.0
B.1.355,6,0,0,0,6,0,0,0.0,0.0,0.0,0.01252112940587241,0.0,0.0
B.1.526,6,0,0,0,6,0,0,0.0,0.0,0.0,0.01252112940587241,0.0,0.0
B.1.429.1,6,0,0,0,6,0,0,0.0,0.0,0.0,0.01252112940587241,0.0,0.0
B.1.188,6,0,0,0,6,0,0,0.0,0.0,0.0,0.01252112940587241,0.0,0.0
B.1.438.4,6,0,0,0,6,0,0,0.0,0.0,0.0,0.01252112940587241,0.0,0.0
B.1.160.31,6,0,0,6,0,0,0,0.0,0.0,0.11755485893416928,0.0,0.0,0.0
B.1.483,6,0,0,0,6,0,0,0.0,0.0,0.0,0.01252112940587241,0.0,0.0
B.1.153,6,1,0,4,0,1,0,0.11135857461024498,0.0,0.07836990595611285,0.0,0.007883948281299274,0.0
B.1.1.359,6,6,0,0,0,0,0,0.6681514476614699,0.0,0.0,0.0,0.0,0.0
B.1.1.514,6,0,0,0,6,0,0,0.0,0.0,0.0,0.01252112940587241,0.0,0.0
B.1.1.3,6,0,0,6,0,0,0,0.0,0.0,0.11755485893416928,0.0,0.0,0.0
B.41,6,0,4,0,2,0,0,0.0,0.19230769230769232,0.0,0.00417370980195747,0.0,0.0
B.1.571,5,0,0,0,5,0,0,0.0,0.0,0.0,0.010434274504893674,0.0,0.0
B.1.147,5,0,0,4,1,0,0,0.0,0.0,0.07836990595611285,0.002086854900978735,0.0,0.0
B.1.428.2,5,5,0,0,0,0,0,0.5567928730512249,0.0,0.0,0.0,0.0,0.0
B.1.1.392,5,0,0,0,5,0,0,0.0,0.0,0.0,0.010434274504893674,0.0,0.0
B.1.1.101,5,0,2,0,3,0,0,0.0,0.09615384615384616,0.0,0.006260564702936205,0.0,0.0
B.1.383,5,0,0,3,2,0,0,0.0,0.0,0.05877742946708464,0.00417370980195747,0.0,0.0
B.1.105,5,0,0,5,0,0,0,0.0,0.0,0.09796238244514105,0.0,0.0,0.0
B.1.465,5,0,4,1,0,0,0,0.0,0.19230769230769232,0.01959247648902821,0.0,0.0,0.0
B.1.1.323,5,0,0,5,0,0,0,0.0,0.0,0.09796238244514105,0.0,0.0,0.0
B.1.1.305,5,0,0,3,2,0,0,0.0,0.0,0.05877742946708464,0.00417370980195747,0.0,0.0
B.1.1.437,5,0,0,0,5,0,0,0.0,0.0,0.0,0.010434274504893674,0.0,0.0
B.1.1.218,5,0,0,5,0,0,0,0.0,0.0,0.09796238244514105,0.0,0.0,0.0
C.14,5,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,1.366120218579235
A.12,5,5,0,0,0,0,0,0.5567928730512249,0.0,0.0,0.0,0.0,0.0
B.1.218,5,0,0,5,0,0,0,0.0,0.0,0.09796238244514105,0.0,0.0,0.0
B.37,5,0,0,0,5,0,0,0.0,0.0,0.0,0.010434274504893674,0.0,0.0
B.1.1.517,5,0,0,0,5,0,0,0.0,0.0,0.0,0.010434274504893674,0.0,0.0
B.1.1.403,5,0,0,0,5,0,0,0.0,0.0,0.0,0.010434274504893674,0.0,0.0
B.1.1.169,5,0,0,0,5,0,0,0.0,0.0,0.0,0.010434274504893674,0.0,0.0
B.1.36.38,5,0,0,0,5,0,0,0.0,0.0,0.0,0.010434274504893674,0.0,0.0
B.1.1.254,4,0,0,2,0,2,0,0.0,0.0,0.03918495297805642,0.0,0.015767896562598548,0.0
B.1.1.461,4,0,0,0,4,0,0,0.0,0.0,0.0,0.00834741960391494,0.0,0.0
B.1.1.467,4,0,0,0,4,0,0,0.0,0.0,0.0,0.00834741960391494,0.0,0.0
B.1.1.274,4,0,0,2,2,0,0,0.0,0.0,0.03918495297805642,0.00417370980195747,0.0,0.0
B.1.550,4,0,0,0,4,0,0,0.0,0.0,0.0,0.00834741960391494,0.0,0.0
B.1.1.459,4,4,0,0,0,0,0,0.4454342984409799,0.0,0.0,0.0,0.0,0.0
B.1.1.37,4,0,0,4,0,0,0,0.0,0.0,0.07836990595611285,0.0,0.0,0.0
B.42,4,0,4,0,0,0,0,0.0,0.19230769230769232,0.0,0.0,0.0,0.0
B.1.504,4,0,4,0,0,0,0,0.0,0.19230769230769232,0.0,0.0,0.0,0.0
B.1.1.232,4,0,0,4,0,0,0,0.0,0.0,0.07836990595611285,0.0,0.0,0.0
B.1.1.406,4,0,0,4,0,0,0,0.0,0.0,0.07836990595611285,0.0,0.0,0.0
B.1.1.433,4,0,0,4,0,0,0,0.0,0.0,0.07836990595611285,0.0,0.0,0.0
B.1.513,4,0,0,0,4,0,0,0.0,0.0,0.0,0.00834741960391494,0.0,0.0
B.1.164,4,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.031535793125197095,0.0
B.1.163,4,0,0,0,4,0,0,0.0,0.0,0.0,0.00834741960391494,0.0,0.0
B.1.350,4,0,0,1,3,0,0,0.0,0.0,0.01959247648902821,0.006260564702936205,0.0,0.0
B.1.1.210,4,0,0,0,4,0,0,0.0,0.0,0.0,0.00834741960391494,0.0,0.0
B.1.601,4,0,0,0,4,0,0,0.0,0.0,0.0,0.00834741960391494,0.0,0.0
C.11,4,0,0,3,0,1,0,0.0,0.0,0.05877742946708464,0.0,0.007883948281299274,0.0
B.1.160.26,4,0,0,4,0,0,0,0.0,0.0,0.07836990595611285,0.0,0.0,0.0
B.1.1.440,4,0,0,0,4,0,0,0.0,0.0,0.0,0.00834741960391494,0.0,0.0
B.1.1.356,4,0,0,0,4,0,0,0.0,0.0,0.0,0.00834741960391494,0.0,0.0
B.1.466.1,4,1,0,0,3,0,0,0.11135857461024498,0.0,0.0,0.006260564702936205,0.0,0.0
B.1.487,4,0,0,0,4,0,0,0.0,0.0,0.0,0.00834741960391494,0.0,0.0
B.1.1.153,4,0,0,4,0,0,0,0.0,0.0,0.07836990595611285,0.0,0.0,0.0
B.1.495,4,0,0,0,4,0,0,0.0,0.0,0.0,0.00834741960391494,0.0,0.0
B.1.1.161,4,0,0,3,0,1,0,0.0,0.0,0.05877742946708464,0.0,0.007883948281299274,0.0
B.1.1.335,4,0,0,0,4,0,0,0.0,0.0,0.0,0.00834741960391494,0.0,0.0
B.1.401,4,0,0,0,4,0,0,0.0,0.0,0.0,0.00834741960391494,0.0,0.0
B.1.405,4,0,0,0,4,0,0,0.0,0.0,0.0,0.00834741960391494,0.0,0.0
B.1.516,3,0,0,0,3,0,0,0.0,0.0,0.0,0.006260564702936205,0.0,0.0
B.1.9.4,3,0,0,3,0,0,0,0.0,0.0,0.05877742946708464,0.0,0.0,0.0
B.1.527,3,0,0,1,2,0,0,0.0,0.0,0.01959247648902821,0.00417370980195747,0.0,0.0
B.1.499.1,3,0,0,0,3,0,0,0.0,0.0,0.0,0.006260564702936205,0.0,0.0
